나이,회사와의마찰,출장,일당,부서,거리,학력,전공,사번,만족도,성별,시급,참여프로젝트,근속연차,직급,직업만족도,결혼여부,월급,이직회수,성인여부,야근,업무평가,주변평가,근무기준시간,스톡옵션레벨,경력,전년도교육출장횟수,워라밸,현회사근속년수
19,Yes,1~29회,303,R&D,2,3,사회과학계열,243,2,Male,47,2,1,엔지니어,4,Single,1102,1,Y,No,좋다,3,80,0,1,3,2,1
46,No,1~29회,526,영업,1,2,상경계열,244,2,Female,92,3,3,영업직,1,Divorced,10453,1,Y,No,좋다,3,80,3,24,2,3,24
38,No,1~29회,1380,R&D,9,2,사회과학계열,245,3,Female,75,3,1,엔지니어,4,Single,2288,1,Y,No,보통,3,80,0,2,3,3,2
31,No,1~29회,140,R&D,12,1,자연과학계열,246,3,Female,95,3,1,연구직,4,Married,3929,8,Y,Yes,좋다,3,80,1,7,0,3,4
34,No,1~29회,629,R&D,27,2,자연과학계열,247,4,Female,95,3,1,연구직,2,Single,2311,2,Y,No,보통,4,80,0,9,3,3,3
41,Yes,1~29회,1356,영업,20,2,상경계열,248,2,Female,70,3,1,영업 담당자,2,Single,3140,1,Y,Yes,좋다,4,80,0,4,5,2,4
50,No,1~29회,328,R&D,1,3,자연과학계열,249,3,Male,86,2,1,엔지니어,3,Married,3690,2,Y,No,보통,4,80,1,5,2,2,3
53,No,1~29회,1084,R&D,13,2,자연과학계열,250,4,Female,57,4,2,제조 책임자,1,Divorced,4450,1,Y,No,보통,3,80,2,5,3,3,4
33,No,1~29회,931,R&D,14,3,자연과학계열,252,4,Female,72,3,1,연구직,2,Married,2756,1,Y,No,보통,4,80,1,8,5,3,8
40,No,1~29회,989,R&D,4,1,자연과학계열,253,4,Female,46,3,5,인사관리자,3,Married,19033,1,Y,No,보통,2,80,1,21,2,3,20
55,No,1~29회,692,R&D,14,4,자연과학계열,254,3,Male,61,4,5,연구 관리자,2,Single,18722,8,Y,No,보통,4,80,0,36,3,3,24
34,No,30회 이상,1069,R&D,2,1,사회과학계열,256,4,Male,45,2,2,제조 책임자,3,Married,9547,1,Y,No,보통,3,80,0,10,2,2,10
51,No,1~29회,313,R&D,3,3,자연과학계열,258,4,Female,98,3,4,연구직 관리자,2,Single,13734,3,Y,No,보통,3,80,0,21,6,3,7
52,No,1~29회,699,R&D,1,4,사회과학계열,259,3,Male,65,2,5,인사관리자,3,Married,19999,0,Y,No,보통,1,80,1,34,5,3,33
27,No,1~29회,894,R&D,9,3,자연과학계열,260,4,Female,99,3,1,연구직,2,Single,2279,1,Y,No,보통,4,80,0,7,2,2,7
35,Yes,1~29회,556,R&D,23,2,사회과학계열,261,2,Male,50,2,2,제조 책임자,3,Married,5916,3,Y,Yes,보통,1,80,0,8,1,3,1
43,No,0회,1344,R&D,7,3,자연과학계열,262,4,Male,37,4,1,연구직,4,Divorced,2089,4,Y,No,보통,4,80,3,7,3,4,5
45,No,0회,1195,R&D,2,2,자연과학계열,264,1,Male,65,2,4,인사관리자,4,Married,16792,9,Y,No,좋다,4,80,1,22,1,3,20
37,No,1~29회,290,R&D,21,3,사회과학계열,267,2,Male,65,4,1,연구직,1,Married,3564,1,Y,Yes,보통,1,80,1,8,3,2,8
35,No,30회 이상,138,R&D,2,3,자연과학계열,269,2,Female,37,3,2,엔지니어,2,Single,4425,5,Y,No,보통,4,80,0,10,5,3,6
42,No,0회,926,R&D,21,2,자연과학계열,270,3,Female,36,3,2,제조 책임자,3,Divorced,5265,2,Y,No,보통,2,80,1,11,5,3,5
38,No,1~29회,1261,R&D,2,4,사회과학계열,271,4,Male,88,3,2,제조 책임자,3,Married,6553,9,Y,No,보통,2,80,0,14,3,3,1
38,No,1~29회,1084,R&D,29,3,공학계열,273,4,Male,54,3,2,제조 책임자,4,Married,6261,3,Y,No,보통,1,80,1,9,3,1,7
27,No,30회 이상,472,R&D,1,1,공학계열,274,3,Male,60,2,2,제조 책임자,1,Married,4298,5,Y,No,보통,3,80,1,6,1,3,2
49,No,0회,1002,R&D,18,4,사회과학계열,275,4,Male,92,3,2,제조 책임자,4,Divorced,6804,1,Y,Yes,보통,1,80,2,7,0,3,7
34,No,30회 이상,878,R&D,10,4,자연과학계열,277,4,Male,43,3,1,연구직,3,Divorced,3815,1,Y,Yes,보통,4,80,1,5,4,4,5
40,No,1~29회,905,R&D,19,2,자연과학계열,281,3,Male,99,3,2,엔지니어,4,Married,2741,8,Y,Yes,보통,3,80,1,15,2,4,7
38,Yes,1~29회,1180,R&D,29,1,자연과학계열,282,2,Male,70,3,2,연구직 관리자,1,Married,6673,7,Y,Yes,보통,2,80,0,17,2,3,1
29,Yes,1~29회,121,영업,27,3,상경계열,283,2,Female,35,3,3,영업직,4,Married,7639,1,Y,No,좋다,4,80,3,10,3,2,10
22,No,1~29회,1136,R&D,5,3,사회과학계열,284,4,Male,60,4,1,연구직,2,Divorced,2328,1,Y,Yes,보통,1,80,1,4,2,2,4
36,No,30회 이상,635,R&D,18,1,자연과학계열,286,2,Female,73,3,1,엔지니어,4,Single,2153,1,Y,No,보통,1,80,0,8,2,3,8
40,No,0회,1151,R&D,9,5,사회과학계열,287,4,Male,63,2,2,연구직 관리자,4,Married,4876,9,Y,No,보통,4,80,1,5,5,1,3
46,No,1~29회,644,R&D,1,4,자연과학계열,288,4,Male,97,3,3,연구직 관리자,1,Divorced,9396,7,Y,No,보통,3,80,1,17,3,3,4
32,Yes,1~29회,1045,영업,4,4,자연과학계열,291,4,Male,32,1,3,영업직,4,Married,10400,1,Y,No,보통,3,80,0,14,2,2,14
30,No,0회,829,R&D,1,1,사회과학계열,292,3,Male,88,2,3,제조 책임자,3,Single,8474,1,Y,No,좋다,3,80,0,12,2,3,11
27,No,30회 이상,1242,영업,20,3,사회과학계열,293,4,Female,90,3,2,영업직,3,Single,9981,1,Y,No,보통,4,80,0,7,2,3,7
51,No,1~29회,1469,R&D,8,4,사회과학계열,296,2,Male,81,2,3,연구 관리자,2,Married,12490,5,Y,No,보통,4,80,2,16,5,1,10
30,Yes,1~29회,1005,R&D,3,3,공학계열,297,4,Female,88,3,1,연구직,1,Single,2657,5,Y,Yes,보통,3,80,0,8,5,3,5
41,No,1~29회,896,영업,6,3,사회과학계열,298,4,Female,75,3,3,인사관리자,4,Single,13591,3,Y,Yes,보통,3,80,0,16,3,3,1
30,Yes,30회 이상,334,영업,26,4,상경계열,299,3,Female,52,2,2,영업직,1,Single,6696,5,Y,No,보통,3,80,0,9,5,2,6
29,Yes,1~29회,992,R&D,1,3,공학계열,300,3,Male,85,3,1,연구직,3,Single,2058,0,Y,No,보통,4,80,0,7,1,2,6
45,No,0회,1052,영업,6,3,자연과학계열,302,4,Female,57,2,3,영업직,4,Single,8865,6,Y,No,보통,4,80,0,23,2,3,19
54,No,1~29회,1147,영업,3,3,상경계열,303,4,Female,52,3,2,영업직,1,Married,5940,2,Y,No,보통,4,80,1,16,4,3,6
36,No,1~29회,1396,R&D,5,2,사회과학계열,304,4,Male,62,3,2,엔지니어,2,Single,5914,8,Y,No,보통,4,80,0,16,3,4,13
33,No,1~29회,147,R&D,4,4,자연과학계열,305,3,Female,47,2,1,연구직,2,Married,2622,6,Y,No,좋다,4,80,0,7,3,3,3
37,No,30회 이상,663,R&D,11,3,기타,306,2,Male,47,3,3,연구 관리자,4,Divorced,12185,1,Y,Yes,보통,3,80,3,10,1,3,10
38,No,1~29회,119,영업,3,3,사회과학계열,307,1,Male,76,3,3,영업직,3,Divorced,10609,0,Y,No,보통,3,80,2,17,6,2,16
31,No,0회,979,R&D,1,4,자연과학계열,308,3,Male,90,1,2,제조 책임자,3,Married,4345,0,Y,No,보통,4,80,1,6,2,3,5
59,No,1~29회,142,R&D,3,3,사회과학계열,309,3,Male,70,2,1,연구직,4,Married,2177,3,Y,No,보통,1,80,1,7,6,3,1
37,No,30회 이상,319,영업,4,4,상경계열,311,1,Male,41,3,1,영업 담당자,4,Divorced,2793,4,Y,No,보통,3,80,1,13,2,3,9
29,No,30회 이상,1413,영업,1,1,자연과학계열,312,2,Female,42,3,3,영업직,4,Married,7918,1,Y,No,보통,4,80,1,11,5,3,11
35,No,30회 이상,944,영업,1,3,상경계열,314,3,Female,92,3,3,영업직,3,Single,8789,1,Y,No,보통,1,80,0,10,3,4,10
29,Yes,1~29회,896,R&D,18,1,자연과학계열,315,3,Male,86,2,1,연구직,4,Single,2389,1,Y,Yes,보통,3,80,0,4,3,2,4
52,No,1~29회,1323,R&D,2,3,사회과학계열,316,3,Female,89,2,1,엔지니어,4,Single,3212,7,Y,No,보통,2,80,0,6,3,2,2
42,No,1~29회,532,R&D,4,2,공학계열,319,3,Male,58,3,5,인사관리자,4,Married,19232,1,Y,No,보통,4,80,0,22,3,3,22
59,No,1~29회,818,사무직,6,2,자연과학계열,321,2,Male,52,3,1,인사사원,3,Married,2267,8,Y,No,보통,4,80,0,7,2,2,2
50,No,1~29회,854,영업,1,4,자연과학계열,323,4,Female,68,3,5,인사관리자,4,Divorced,19517,3,Y,No,보통,3,80,1,32,3,2,7
33,Yes,1~29회,813,R&D,14,3,자연과학계열,325,3,Male,58,3,1,엔지니어,4,Married,2436,5,Y,Yes,보통,3,80,1,8,2,1,5
43,No,1~29회,1034,영업,16,3,상경계열,327,4,Female,80,3,4,인사관리자,4,Married,16064,5,Y,Yes,좋다,3,80,1,22,3,3,17
33,Yes,1~29회,465,R&D,2,2,사회과학계열,328,1,Female,39,3,1,엔지니어,1,Married,2707,7,Y,No,좋다,1,80,0,13,3,4,9
52,No,0회,771,영업,2,4,사회과학계열,329,1,Male,79,2,5,인사관리자,3,Single,19068,1,Y,Yes,보통,4,80,0,33,2,4,33
32,No,1~29회,1401,영업,4,2,사회과학계열,330,3,Female,56,3,1,영업 담당자,2,Married,3931,2,Y,No,보통,1,80,1,6,5,3,4
32,Yes,1~29회,515,R&D,1,3,사회과학계열,331,4,Male,62,2,1,엔지니어,3,Single,3730,0,Y,Yes,보통,4,80,0,4,2,1,3
39,No,1~29회,1431,R&D,1,4,자연과학계열,332,3,Female,96,3,1,엔지니어,3,Divorced,2232,7,Y,No,보통,3,80,3,7,1,3,3
32,No,0회,976,영업,26,4,상경계열,333,3,Male,100,3,2,영업직,4,Married,4465,0,Y,No,보통,1,80,0,4,2,3,3
41,No,1~29회,1411,R&D,19,2,사회과학계열,334,3,Male,36,3,2,연구직,1,Divorced,3072,2,Y,No,보통,1,80,2,17,2,2,1
40,No,1~29회,1300,R&D,24,2,공학계열,335,1,Male,62,3,2,연구직,4,Divorced,3319,1,Y,No,보통,1,80,2,9,3,3,9
45,No,1~29회,252,R&D,1,3,기타,336,3,Male,70,4,5,인사관리자,4,Married,19202,0,Y,No,보통,3,80,1,25,2,3,24
31,No,30회 이상,1327,R&D,3,4,자연과학계열,337,2,Male,73,3,3,연구 관리자,3,Divorced,13675,9,Y,No,보통,1,80,1,9,3,3,2
33,No,1~29회,832,R&D,5,4,사회과학계열,338,3,Female,63,2,1,연구직,4,Married,2911,1,Y,No,보통,3,80,1,2,2,2,2
34,No,1~29회,470,R&D,2,4,사회과학계열,339,4,Male,84,2,2,제조 책임자,1,Married,5957,6,Y,No,보통,2,80,1,13,3,3,11
37,No,1~29회,1017,R&D,1,2,자연과학계열,340,3,Female,83,2,1,연구직,1,Married,3920,2,Y,No,보통,1,80,1,17,2,2,3
45,No,30회 이상,1199,R&D,7,4,사회과학계열,341,1,Male,77,4,2,제조 책임자,3,Married,6434,4,Y,No,보통,4,80,1,9,1,3,3
37,Yes,30회 이상,504,R&D,10,3,자연과학계열,342,1,Male,61,3,3,제조 책임자,3,Divorced,10048,6,Y,No,보통,2,80,2,17,5,3,1
39,No,30회 이상,505,R&D,2,4,공학계열,343,3,Female,64,3,3,연구직 관리자,3,Single,10938,0,Y,No,좋다,4,80,0,20,1,3,19
29,No,1~29회,665,R&D,15,3,사회과학계열,346,3,Male,60,3,1,연구직,4,Single,2340,1,Y,No,보통,1,80,0,6,1,3,6
42,No,1~29회,916,R&D,17,2,사회과학계열,347,4,Female,82,4,2,연구직,1,Single,6545,3,Y,Yes,보통,3,80,0,10,1,3,3
29,No,1~29회,1247,영업,20,2,상경계열,349,4,Male,45,3,2,영업직,4,Divorced,6931,2,Y,No,보통,4,80,1,10,2,3,3
25,No,1~29회,685,R&D,1,3,사회과학계열,350,1,Female,62,3,2,제조 책임자,3,Married,4898,0,Y,No,보통,4,80,2,5,3,3,4
42,No,1~29회,269,R&D,2,3,자연과학계열,351,4,Female,56,2,1,엔지니어,1,Divorced,2593,0,Y,Yes,보통,3,80,1,10,4,3,9
40,No,1~29회,1416,R&D,2,2,자연과학계열,352,1,Male,49,3,5,연구 관리자,3,Divorced,19436,0,Y,No,보통,4,80,1,22,5,3,21
51,No,1~29회,833,R&D,1,3,사회과학계열,353,3,Male,96,3,1,연구직,4,Married,2723,1,Y,No,보통,2,80,0,1,0,2,1
31,Yes,30회 이상,307,R&D,29,2,자연과학계열,355,3,Male,71,2,1,엔지니어,2,Single,3479,0,Y,No,보통,2,80,0,6,2,4,5
32,No,30회 이상,1311,R&D,7,3,사회과학계열,359,2,Male,100,4,1,엔지니어,2,Married,2794,1,Y,No,좋다,3,80,0,5,3,1,5
38,No,0회,1327,영업,2,2,사회과학계열,361,4,Male,39,2,2,영업직,4,Married,5249,3,Y,No,보통,4,80,1,13,0,3,8
32,No,1~29회,128,R&D,2,1,공학계열,362,4,Male,84,2,2,엔지니어,1,Single,2176,4,Y,No,보통,4,80,0,9,5,3,6
46,No,1~29회,488,영업,2,3,공학계열,363,3,Female,75,1,4,인사관리자,2,Married,16872,3,Y,Yes,보통,2,80,1,28,2,2,7
28,Yes,1~29회,529,R&D,2,4,사회과학계열,364,1,Male,79,3,1,엔지니어,3,Single,3485,2,Y,No,보통,3,80,0,5,5,1,0
29,No,1~29회,1210,영업,2,3,자연과학계열,366,1,Male,78,2,2,영업직,2,Married,6644,2,Y,No,보통,2,80,2,10,2,3,0
31,No,1~29회,1463,R&D,23,3,자연과학계열,367,2,Male,64,2,2,연구직 관리자,4,Married,5582,0,Y,No,좋다,2,80,1,10,2,3,9
25,No,0회,675,R&D,5,2,사회과학계열,369,2,Male,85,4,2,연구직 관리자,1,Divorced,4000,1,Y,No,보통,4,80,2,6,2,3,6
45,No,1~29회,1385,R&D,20,2,자연과학계열,372,3,Male,79,3,4,연구직 관리자,4,Married,13496,0,Y,Yes,보통,2,80,0,21,2,3,20
36,No,1~29회,1403,R&D,6,3,사회과학계열,373,4,Male,47,3,1,엔지니어,4,Married,3210,0,Y,No,보통,3,80,1,16,4,3,15
55,No,1~29회,452,R&D,1,3,자연과학계열,374,4,Male,81,3,5,인사관리자,1,Single,19045,0,Y,Yes,보통,3,80,0,37,2,3,36
47,Yes,0회,666,R&D,29,4,사회과학계열,376,1,Male,88,3,3,인사관리자,2,Married,11849,1,Y,Yes,보통,4,80,1,10,2,2,10
28,No,1~29회,1158,R&D,9,3,자연과학계열,377,4,Male,94,3,1,연구직,4,Married,2070,1,Y,No,좋다,4,80,1,5,3,2,5
37,No,1~29회,228,영업,6,4,자연과학계열,378,3,Male,98,3,2,영업직,4,Married,6502,4,Y,No,보통,2,80,1,7,5,4,5
21,No,1~29회,996,R&D,3,2,자연과학계열,379,4,Male,100,2,1,연구직,3,Single,3230,1,Y,No,보통,1,80,0,3,4,4,3
37,No,0회,728,R&D,1,4,자연과학계열,380,1,Female,80,3,3,연구 관리자,4,Divorced,13603,2,Y,Yes,보통,1,80,2,15,2,3,5
35,No,1~29회,1315,R&D,22,3,사회과학계열,381,2,Female,71,4,3,인사관리자,2,Divorced,11996,7,Y,No,보통,2,80,1,10,6,2,7
38,No,1~29회,322,영업,7,2,자연과학계열,382,1,Female,44,4,2,영업직,1,Divorced,5605,1,Y,Yes,좋다,3,80,1,8,3,3,8
26,No,30회 이상,1479,R&D,1,3,사회과학계열,384,3,Female,84,3,2,제조 책임자,2,Divorced,6397,1,Y,No,좋다,1,80,1,6,6,1,6
50,No,1~29회,797,R&D,4,1,사회과학계열,385,1,Male,96,3,5,연구 관리자,2,Divorced,19144,3,Y,No,보통,1,80,2,28,4,2,10
53,No,1~29회,1070,R&D,3,4,자연과학계열,386,3,Male,45,3,4,연구 관리자,3,Married,17584,3,Y,Yes,보통,4,80,3,21,5,2,5
42,No,1~29회,635,영업,1,1,사회과학계열,387,2,Male,99,3,2,영업직,3,Married,4907,1,Y,No,좋다,3,80,0,20,3,3,20
29,No,30회 이상,442,영업,2,2,사회과학계열,388,2,Male,44,3,2,영업직,4,Single,4554,1,Y,No,보통,1,80,0,10,3,2,10
55,No,1~29회,147,R&D,20,2,공학계열,389,2,Male,37,3,2,엔지니어,4,Married,5415,3,Y,Yes,보통,4,80,1,12,4,3,10
26,No,30회 이상,496,R&D,11,2,자연과학계열,390,1,Male,60,3,2,연구직 관리자,1,Married,4741,1,Y,Yes,보통,3,80,1,5,3,3,5
37,No,1~29회,1372,R&D,1,3,사회과학계열,391,4,Female,42,3,1,연구직,4,Single,2115,1,Y,No,보통,2,80,0,17,3,3,17
44,Yes,30회 이상,920,R&D,24,3,사회과학계열,392,4,Male,43,3,1,엔지니어,3,Divorced,3161,3,Y,Yes,좋다,4,80,1,19,0,1,1
38,No,1~29회,688,R&D,23,4,사회과학계열,393,4,Male,82,3,2,연구직 관리자,4,Divorced,5745,9,Y,No,보통,2,80,1,10,2,3,2
26,Yes,1~29회,1449,R&D,16,4,자연과학계열,394,1,Male,45,3,1,엔지니어,2,Divorced,2373,2,Y,Yes,보통,4,80,1,5,2,3,3
28,No,1~29회,1117,R&D,8,2,사회과학계열,395,4,Female,66,3,1,연구직,4,Single,3310,1,Y,No,좋다,4,80,0,5,3,3,5
49,No,30회 이상,636,R&D,10,4,사회과학계열,396,3,Female,35,3,5,연구 관리자,1,Single,18665,9,Y,Yes,보통,4,80,0,22,4,3,3
36,No,1~29회,506,R&D,3,3,공학계열,397,3,Male,30,3,2,연구직,2,Single,4485,4,Y,No,보통,4,80,0,10,2,3,8
31,No,30회 이상,444,영업,5,3,상경계열,399,4,Female,84,3,1,영업 담당자,2,Divorced,2789,1,Y,No,보통,3,80,1,2,5,2,2
26,Yes,1~29회,950,영업,4,4,상경계열,401,4,Male,48,2,2,영업직,4,Single,5828,1,Y,Yes,보통,2,80,0,8,0,3,8
37,No,30회 이상,889,R&D,9,3,자연과학계열,403,2,Male,53,3,1,연구직,4,Married,2326,1,Y,Yes,보통,3,80,3,4,3,2,4
42,No,30회 이상,555,영업,26,3,상경계열,404,3,Female,77,3,4,영업직,2,Married,13525,5,Y,No,보통,4,80,1,23,2,4,20
18,Yes,1~29회,230,R&D,3,3,사회과학계열,405,3,Male,54,3,1,엔지니어,3,Single,1420,1,Y,No,보통,3,80,0,0,2,3,0
35,No,1~29회,1232,영업,16,3,상경계열,406,3,Male,96,3,3,영업직,2,Married,8020,0,Y,No,보통,3,80,2,12,3,2,11
36,No,30회 이상,566,R&D,18,4,사회과학계열,407,3,Male,81,4,1,엔지니어,4,Married,3688,4,Y,No,보통,4,80,2,4,2,3,1
51,No,1~29회,1302,R&D,2,3,자연과학계열,408,4,Male,84,1,2,제조 책임자,2,Divorced,5482,5,Y,No,보통,4,80,1,13,3,3,4
41,No,1~29회,334,영업,2,4,사회과학계열,410,4,Male,88,3,4,인사관리자,2,Single,16015,1,Y,No,보통,2,80,0,22,2,3,22
18,No,1~29회,812,영업,10,3,자연과학계열,411,4,Female,69,2,1,영업 담당자,3,Single,1200,1,Y,No,보통,1,80,0,0,2,3,0
28,No,1~29회,1476,R&D,16,2,자연과학계열,412,2,Male,68,4,2,연구직 관리자,1,Single,5661,0,Y,No,보통,3,80,0,9,2,3,8
31,No,1~29회,218,영업,7,3,공학계열,416,2,Male,100,4,2,영업직,4,Married,6929,4,Y,No,보통,2,80,1,10,3,2,8
39,No,1~29회,1132,R&D,1,3,자연과학계열,417,3,Male,48,4,3,연구직 관리자,4,Divorced,9613,0,Y,No,보통,1,80,3,19,5,2,18
36,No,0회,1105,R&D,24,4,사회과학계열,419,2,Female,47,3,2,엔지니어,2,Married,5674,7,Y,No,보통,3,80,1,11,3,3,9
32,No,1~29회,906,영업,7,3,사회과학계열,420,4,Male,91,2,2,영업직,3,Married,5484,1,Y,No,보통,3,80,1,13,3,2,13
38,No,1~29회,849,R&D,25,2,사회과학계열,421,1,Female,81,2,3,연구 관리자,2,Married,12061,3,Y,No,보통,3,80,1,19,2,3,10
58,No,0회,390,R&D,1,4,사회과학계열,422,4,Male,32,1,2,연구직 관리자,3,Divorced,5660,2,Y,Yes,보통,4,80,1,12,2,3,5
31,No,1~29회,691,R&D,5,4,공학계열,423,3,Male,86,3,1,연구직,4,Married,4821,0,Y,Yes,보통,3,80,1,6,4,3,5
31,No,1~29회,106,사무직,2,3,인문학,424,1,Male,62,2,2,인사사원,1,Married,6410,3,Y,No,보통,4,80,0,9,1,3,2
45,No,30회 이상,1249,R&D,7,3,사회과학계열,425,1,Male,97,3,3,엔지니어,1,Divorced,5210,1,Y,No,보통,1,80,1,24,2,3,24
31,No,1~29회,192,R&D,2,4,사회과학계열,426,3,Male,32,3,1,연구직,4,Divorced,2695,0,Y,Yes,보통,2,80,1,3,2,1,2
33,No,30회 이상,553,R&D,5,4,사회과학계열,428,4,Female,74,3,3,인사관리자,2,Married,11878,6,Y,No,보통,2,80,2,12,2,3,10
39,No,1~29회,117,R&D,10,1,자연과학계열,429,3,Male,99,3,4,인사관리자,1,Married,17068,1,Y,Yes,보통,4,80,0,21,3,3,21
43,No,30회 이상,185,R&D,10,4,사회과학계열,430,3,Female,33,3,1,엔지니어,4,Single,2455,0,Y,No,보통,1,80,0,9,5,3,8
49,No,1~29회,1091,R&D,1,2,공학계열,431,3,Female,90,2,4,연구직 관리자,3,Single,13964,7,Y,Yes,보통,4,80,0,25,2,3,7
52,Yes,1~29회,723,R&D,8,4,자연과학계열,433,3,Male,85,2,2,연구직,2,Married,4941,2,Y,No,보통,1,80,0,11,3,2,8
27,No,1~29회,1220,R&D,5,3,사회과학계열,434,3,Female,85,3,1,연구직,2,Single,2478,1,Y,Yes,보통,2,80,0,4,2,2,4
32,No,1~29회,588,영업,8,2,공학계열,436,3,Female,65,2,2,영업직,2,Married,5228,1,Y,Yes,보통,4,80,0,13,2,3,13
27,No,1~29회,1377,영업,2,3,사회과학계열,437,4,Male,74,3,2,영업직,3,Single,4478,1,Y,Yes,보통,1,80,0,5,3,3,5
31,No,1~29회,691,영업,7,3,상경계열,438,4,Male,73,3,2,영업직,4,Divorced,7547,4,Y,No,보통,4,80,3,13,3,3,7
32,No,1~29회,1018,R&D,2,4,자연과학계열,439,1,Female,74,4,2,연구직,4,Single,5055,7,Y,No,보통,3,80,0,10,0,2,7
28,Yes,1~29회,1157,R&D,2,4,자연과학계열,440,1,Male,84,1,1,연구직,4,Married,3464,5,Y,Yes,보통,4,80,0,5,4,2,3
30,No,1~29회,1275,R&D,28,2,자연과학계열,441,4,Female,64,3,2,연구직,4,Married,5775,1,Y,No,보통,4,80,2,11,2,3,10
31,No,30회 이상,798,R&D,7,2,사회과학계열,442,3,Female,48,2,3,제조 책임자,3,Married,8943,1,Y,No,좋다,1,80,1,10,2,3,10
39,No,30회 이상,672,R&D,7,2,자연과학계열,444,3,Male,54,2,5,인사관리자,4,Married,19272,1,Y,No,보통,1,80,1,21,2,3,21
39,Yes,1~29회,1162,영업,3,2,자연과학계열,445,4,Female,41,3,2,영업직,3,Married,5238,4,Y,Yes,보통,1,80,0,12,3,2,1
33,No,30회 이상,508,영업,10,3,상경계열,446,2,Male,46,2,2,영업직,4,Single,4682,3,Y,No,보통,3,80,0,9,6,2,7
47,No,1~29회,1482,R&D,5,5,사회과학계열,447,4,Male,42,3,5,연구 관리자,3,Married,18300,4,Y,No,보통,2,80,1,21,2,3,3
43,No,30회 이상,559,R&D,10,4,사회과학계열,448,3,Female,82,2,2,엔지니어,3,Divorced,5257,1,Y,No,보통,2,80,1,9,3,4,9
27,No,0회,210,영업,1,1,상경계열,449,3,Male,73,3,2,영업직,2,Married,6349,0,Y,Yes,보통,4,80,1,6,0,3,5
54,No,30회 이상,928,R&D,20,4,사회과학계열,450,4,Female,31,3,2,연구직,3,Single,4869,3,Y,No,보통,4,80,0,20,4,2,4
43,No,1~29회,1001,R&D,7,3,사회과학계열,451,3,Female,43,3,3,연구직 관리자,1,Married,9985,8,Y,No,보통,1,80,1,10,1,2,1
45,No,1~29회,549,R&D,8,4,기타,452,4,Male,75,3,2,연구직,4,Married,3697,9,Y,No,보통,1,80,2,12,3,3,10
40,No,1~29회,1124,영업,1,2,자연과학계열,453,2,Male,57,1,2,영업직,4,Married,7457,2,Y,Yes,좋다,3,80,3,6,2,2,4
29,Yes,1~29회,318,R&D,8,4,기타,454,2,Male,77,1,1,엔지니어,1,Married,2119,1,Y,Yes,보통,4,80,0,7,4,2,7
29,No,1~29회,738,R&D,9,5,기타,455,2,Male,30,2,1,엔지니어,4,Single,3983,0,Y,No,보통,3,80,0,4,2,3,3
30,No,1~29회,570,영업,5,3,상경계열,456,4,Female,30,2,2,영업직,3,Divorced,6118,1,Y,No,보통,3,80,3,10,2,3,10
27,No,1~29회,1130,영업,8,4,상경계열,458,2,Female,56,3,2,영업직,2,Married,6214,1,Y,No,보통,1,80,1,8,3,3,8
37,No,1~29회,1192,R&D,5,2,자연과학계열,460,4,Male,61,3,2,제조 책임자,4,Divorced,6347,7,Y,No,보통,3,80,2,8,2,2,6
38,No,1~29회,343,R&D,15,2,사회과학계열,461,3,Male,92,2,3,연구 관리자,4,Divorced,11510,0,Y,Yes,보통,2,80,1,12,3,3,11
31,No,1~29회,1232,R&D,7,4,자연과학계열,462,3,Female,39,3,3,제조 책임자,4,Single,7143,1,Y,Yes,보통,3,80,0,11,2,2,11
29,No,1~29회,144,영업,10,1,상경계열,463,4,Female,39,2,2,영업직,2,Divorced,8268,1,Y,Yes,보통,1,80,2,7,2,3,7
35,No,1~29회,1296,R&D,5,4,공학계열,464,3,Male,62,3,3,제조 책임자,2,Single,8095,0,Y,No,보통,4,80,0,17,5,3,16
23,No,1~29회,1309,R&D,26,1,사회과학계열,465,3,Male,83,3,1,연구직,4,Divorced,2904,1,Y,No,보통,3,80,2,4,2,2,4
41,No,1~29회,483,R&D,6,3,자연과학계열,466,4,Male,95,2,2,제조 책임자,2,Single,6032,6,Y,Yes,보통,4,80,0,8,3,3,5
47,No,30회 이상,1309,영업,4,1,자연과학계열,467,2,Male,99,3,2,영업 담당자,3,Single,2976,3,Y,No,보통,1,80,0,5,3,3,0
42,No,1~29회,810,R&D,23,5,사회과학계열,468,1,Female,44,3,4,연구 관리자,4,Single,15992,2,Y,No,보통,2,80,0,16,2,3,1
29,No,0회,746,영업,2,3,사회과학계열,469,4,Male,61,3,2,영업직,3,Married,4649,1,Y,No,보통,1,80,1,4,3,2,4
42,No,1~29회,544,사무직,2,1,공학계열,470,3,Male,52,3,1,인사사원,3,Divorced,2696,0,Y,Yes,보통,3,80,1,4,5,3,3
32,No,1~29회,1062,R&D,2,3,자연과학계열,471,3,Female,75,3,1,엔지니어,2,Married,2370,1,Y,No,보통,3,80,1,8,4,3,8
48,No,1~29회,530,영업,29,1,자연과학계열,473,1,Female,91,3,3,인사관리자,3,Married,12504,3,Y,No,좋다,2,80,1,15,3,1,0
37,No,1~29회,1319,R&D,6,3,자연과학계열,474,3,Male,51,4,2,연구직,1,Divorced,5974,4,Y,Yes,보통,1,80,2,13,2,3,7
30,No,0회,641,영업,25,2,공학계열,475,4,Female,85,3,2,영업직,3,Married,4736,7,Y,Yes,보통,2,80,1,4,2,4,2
